"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q8","Q9_First.Click","Q9_Last.Click","Q9_Page.Submit","Q9_Click.Count","Q13","Q10_First.Click","Q10_Last.Click","Q10_Page.Submit","Q10_Click.Count","Q11_First.Click","Q11_Last.Click","Q11_Page.Submit","Q11_Click.Count","Q12_First.Click","Q12_Last.Click","Q12_Page.Submit","Q12_Click.Count","id","Q2_1","Q2_2","Q2_3","Q2_4","Q2_5","Q2_6","Q2_7","Q2_8","Q2_9","Q2_10","Q2_11","Q2_12","Q2_13","Q2_14","Q2_15","Q2_16","Q2_17","Q2_18","Q2_19","Q2_20","Q2_21","Q4_1","Q4_2","Q4_3","Q4_4","Q4_5","Q4_6","Q4_7","Q4_8","Q4_9","Q4_10","Q4_11","Q4_12","Q4_13","Q4_14","Q4_15","Q4_16","Q4_17","Q4_18","Q4_19","Q4_20","Q5_1","Q5_2","Q5_3","Q5_4","Q5_5","Q5_6","Q5_7","Q5_8","Q5_9","Q5_10","Q5_11","Q5_12","Q5_13","Q5_14","Q5_15","Q5_16","Q5_17","Q5_18","Q5_19","Q5_20","totalbad"
"232","3/22/18 23:44","3/23/18 0:24",0,"146.7.4.92",100,2368,1,"3/23/18 0:24","R_26kIhdPNNO4RL4k",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,0.887,49.902,51.409,9,"18",1.613,780.478,781.796,22,5.686,837.009,838.172,29,7.005,680.679,681.982,23,54748,4,4,3,4,4,4,4,4,5,2,3,4,3,3,4,3,4,3,5,5,1,5,4,4,3,4,5,1,5,4,2,2,5,5,4,5,4,1,3,3,4,3,3,1,4,3,3,3,3,5,3,5,3,4,3,4,3,5,3,4,1,4
"233","3/23/18 12:04","3/23/18 12:23",0,"146.7.4.83",100,1144,1,"3/23/18 12:23","R_3ewOOe1TCODABVQ",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,634.846,634.846,636.77,1,"18",34.8,243.476,245.922,23,19.611,125.236,127.828,22,14.072,120.929,123.387,22,54728,3,4,4,4,4,4,3,4,4,2,4,5,1,3,4,4,4,4,4,4,1,4,4,4,4,4,4,3,1,3,4,3,4,4,5,4,4,3,1,5,4,5,5,4,4,2,5,4,3,4,5,5,1,2,4,4,3,4,4,3,1,4
"234","3/23/18 13:46","3/23/18 13:56",0,"104.49.46.52",100,569,1,"3/23/18 13:56","R_3lqjB9PvVZ04i0p",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,13.515,20.835,24.879,5,"30",2.622,97.077,100.386,23,14.267,228.452,231.383,25,36.776,198.351,199.386,25,54838,3,5,4,5,5,2,5,5,5,5,5,3,3,5,5,5,4,5,2,5,1,5,4,5,5,4,5,1,5,5,5,1,5,5,5,4,3,5,3,4,4,3,4,4,5,4,3,4,5,5,3,1,1,5,3,5,3,1,3,5,5,4
"236","3/24/18 12:51","3/24/18 12:59",0,"96.19.196.163",100,473,1,"3/24/18 12:59","R_UlJDEA3GMCtKe2d",NA,NA,NA,NA,36.72810364,-95.89969635,"anonymous","EN",1,1.857,4.118,6.242,4,"18",30.052,148.941,150.845,22,6.847,139.801,140.914,23,9.309,153.665,162.677,22,54834,5,3,3,3,5,3,5,5,5,2,4,4,3,3,3,4,5,5,5,4,1,3,5,5,3,3,4,2,4,4,2,3,4,4,2,4,2,4,3,4,4,3,4,4,4,4,3,3,2,5,5,4,3,3,5,5,3,5,5,3,2,4
"238","3/25/18 14:24","3/25/18 14:35",0,"146.7.90.18",100,652,1,"3/25/18 14:35","R_12Fp1RHOLaADXT1",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.793,2.793,4.878,1,"21",46.468,191.478,192.863,22,4.404,96.174,98.534,22,4.19,344.9,346.663,24,55264,2,2,2,2,3,2,4,4,4,1,1,1,1,1,4,4,1,1,5,4,1,4,3,4,3,2,4,1,1,3,1,1,4,3,1,5,1,2,1,1,4,1,1,1,3,5,1,5,2,1,1,3,1,2,1,3,3,5,5,1,5,5
"239","3/25/18 15:26","3/25/18 15:33",0,"146.7.4.87",100,423,1,"3/25/18 15:33","R_2Bo2fTMQcT9GdzB",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,12.289,13.749,16.088,2,"18",2.662,118.18,121.357,26,3.308,150.643,153.09,26,3.374,118.026,120.215,26,54886,2,2,2,2,4,2,3,5,5,2,4,4,3,2,2,5,4,4,3,2,1,4,4,3,3,1,2,1,2,1,1,5,4,3,2,4,1,3,2,4,4,4,3,1,3,1,2,2,3,2,3,5,1,1,4,4,3,4,3,4,1,5
"241","3/26/18 15:15","3/26/18 15:21",0,"146.7.4.92",100,311,1,"3/26/18 15:21","R_3pkTgB4M6PuYjuE",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.047,3.047,6.806,1,"18",19.973,93.272,95.094,24,6.736,116.757,118.803,21,13.334,78.077,80.268,21,55748,3,4,4,4,4,4,5,4,4,4,3,3,3,2,5,4,3,3,1,4,1,4,4,4,3,2,4,1,3,4,3,1,4,2,4,4,2,3,1,3,4,3,3,1,4,1,3,3,3,4,3,4,1,4,4,4,3,3,4,4,1,2
"242","3/26/18 16:22","3/26/18 16:27",0,"146.7.120.224",100,301,1,"3/26/18 16:27","R_1QmWYEaPiphcUeJ",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.045,3.045,4.742,1,"18",65.044,114.852,116.05,22,4.218,94.139,95.552,21,28.594,72.662,75.477,23,55284,4,3,4,5,4,2,3,4,3,3,3,4,3,3,4,4,4,3,4,3,1,3,4,4,3,3,4,1,1,3,3,2,4,3,3,4,2,1,1,4,4,1,3,2,3,3,3,3,3,3,3,1,2,3,2,3,3,3,1,1,3,3
"243","3/26/18 17:26","3/26/18 17:33",0,"173.26.11.236",100,382,1,"3/26/18 17:33","R_3rFZ6y3YdQ6ghVK",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,7.536,9.116,10.415,3,"21",6.422,100.57,101.76,25,3.644,150.53,151.694,26,3.137,108.38,109.607,22,54678,4,5,5,5,5,5,5,5,4,4,5,5,5,5,4,4,5,5,3,5,1,5,3,5,4,3,4,1,1,5,5,4,4,5,3,5,4,5,5,5,4,5,5,5,5,5,5,4,5,4,5,4,5,5,4,5,3,5,5,5,5,3
"244","3/26/18 22:37","3/26/18 22:45",0,"146.7.4.88",100,443,1,"3/26/18 22:45","R_1BWNBgtJCqYpGRH",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.538,7.148,9.046,5,"19",6.191,138.787,140.648,58,7.883,111.18,112.734,47,8.204,167.876,169.128,72,55165,2,3,3,4,4,2,5,4,4,1,2,3,4,2,5,2,3,3,4,4,1,3,4,5,3,3,4,1,3,3,2,3,1,4,1,3,1,3,3,3,4,4,3,2,2,3,3,2,3,4,3,5,3,3,2,4,3,5,5,2,1,4
"246","3/27/18 12:27","3/27/18 12:33",0,"146.7.4.84",100,406,1,"3/27/18 12:33","R_1FSburRkdPVbQX1",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.626,2.626,5.117,1,"18",9.742,106.268,113.358,23,51.675,151.368,153.057,23,8.431,122.223,124.217,21,55408,4,4,2,2,3,2,4,4,4,2,4,5,1,2,2,2,4,4,4,4,1,4,3,4,2,3,5,2,4,4,2,3,4,3,4,4,2,5,3,5,4,5,5,4,4,2,4,3,1,3,5,4,3,3,3,4,3,3,4,2,3,3
"248","3/28/18 11:49","3/28/18 11:54",0,"173.25.182.140",100,273,1,"3/28/18 11:54","R_cDf6dqAmMmBiKnn",NA,NA,NA,NA,37.29989624,-93.30840302,"anonymous","EN",1,4.679,4.679,6.283,1,"20",3.025,86.333,87.313,26,3.737,88.87,91.626,30,10.665,79.242,80.552,31,56191,4,3,3,3,4,4,4,4,4,3,4,5,1,3,3,4,4,5,4,3,1,4,4,4,2,3,4,1,1,4,2,1,2,1,3,4,2,1,1,5,4,4,5,3,3,4,2,2,3,3,4,3,2,2,5,3,3,3,4,2,4,4
"249","3/28/18 15:46","3/28/18 15:57",0,"146.7.124.24",100,692,1,"3/28/18 15:57","R_31ElJdrrhoJaxL4",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.63,3.63,5.208,1,"18",4.933,154.566,155.845,23,6.681,334.731,336.705,23,8.793,181.969,183.822,22,54688,4,2,3,3,3,3,5,4,4,2,3,3,3,2,3,2,3,3,5,4,1,5,5,4,3,3,5,1,3,3,2,2,3,2,4,3,2,3,2,4,4,4,4,3,4,4,3,4,2,5,4,4,2,3,4,4,3,4,4,4,3,4
"250","3/28/18 20:38","3/28/18 20:44",0,"24.171.35.76",100,350,1,"3/28/18 20:44","R_8BnkZyqyEJEh8g9",NA,NA,NA,NA,38.52340698,-91.03320313,"anonymous","EN",1,4.965,4.965,13.711,1,"19",6.993,89.195,91.736,23,10.393,127.64,129.19,21,8.106,103.364,104.907,24,54855,4,4,4,4,5,3,4,4,4,4,3,4,3,4,4,4,4,4,3,4,1,4,4,5,4,3,4,2,2,4,4,2,4,2,4,4,3,2,2,3,4,3,3,4,4,3,2,3,4,4,3,4,2,4,4,4,3,3,3,3,3,2
"251","3/29/18 15:18","3/29/18 15:24",0,"173.23.72.11",100,335,1,"3/29/18 15:24","R_29yWQPTFE7uK1u9",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,12.919,12.919,15.126,1,"22",20.438,112.099,114.967,23,9.636,95.743,97.251,23,8.243,94.247,98.721,25,56184,3,5,3,3,4,3,3,5,5,4,5,4,4,4,3,4,5,5,5,5,1,4,3,4,3,3,4,1,3,4,3,1,3,5,3,5,1,5,1,5,4,3,5,4,5,2,3,4,3,4,5,3,1,5,3,4,3,3,5,4,4,4
"252","3/29/18 15:10","3/29/18 15:30",0,"136.32.228.24",100,1204,1,"3/29/18 15:30","R_6SiHBrfpx51VeIp",NA,NA,NA,NA,39.00610352,-94.63369751,"anonymous","EN",1,2.781,2.781,9.445,1,"19",499.279,706.569,708.931,27,69.781,225.909,227.886,24,6.022,241.398,243.079,25,55842,2,3,5,5,4,3,5,5,5,3,5,5,1,3,5,5,5,4,3,4,1,4,4,4,3,2,4,1,1,4,2,3,5,3,3,3,2,4,1,5,4,5,5,5,4,4,3,4,3,5,4,4,2,4,2,5,3,5,5,3,4,4
"253","3/30/18 13:38","3/30/18 13:44",0,"23.126.72.95",100,367,1,"3/30/18 13:44","R_3lt1HOQqKc5ndeY",NA,NA,NA,NA,37.18269348,-94.28959656,"anonymous","EN",1,5.693,5.693,7.168,1,"19",9.162,128.871,130.503,22,5,98.572,102.991,21,10.74,103.582,104.825,25,55242,4,5,5,5,4,5,5,4,5,4,5,4,1,4,4,4,4,4,4,5,1,4,4,4,4,4,4,2,3,4,4,1,4,5,5,4,4,2,1,5,4,4,4,2,3,1,3,3,4,5,4,4,1,3,3,4,3,5,3,3,1,2
"254","3/30/18 21:46","3/30/18 21:54",0,"104.166.225.7",100,474,1,"3/30/18 21:54","R_Tkh8JQ8JCvx5Gff",NA,NA,NA,NA,38.55160522,-92.27449799,"anonymous","EN",1,8.599,28.641,31.91,4,"19",4.9,142.154,144.581,25,6.689,127.921,129.195,26,18.18,149.309,151.134,26,54639,4,3,3,4,4,2,4,4,4,2,3,4,4,3,2,4,5,4,5,4,1,4,4,4,4,3,5,2,1,4,3,5,4,5,4,5,3,4,1,5,4,5,4,1,5,1,3,3,5,4,5,5,1,3,3,4,3,5,5,4,1,5
"255","4/23/18 13:22","4/23/18 13:28",0,"107.77.209.32",100,345,1,"4/23/18 13:28","R_2WwoyFpz6WcsGI1",NA,NA,NA,NA,41.84829712,-87.65170288,"anonymous","EN",1,1.402,5.61,6.663,9,"19",0.607,111.955,113.712,80,0.947,93.831,96.189,69,0.985,117.916,119.964,66,55340,3,3,4,4,4,4,4,4,4,3,3,3,1,3,4,4,2,3,4,4,1,4,3,4,3,5,5,2,3,4,3,1,4,2,4,4,3,1,1,4,4,3,3,3,4,3,3,3,3,4,4,1,1,3,3,5,3,4,4,3,4,3
"256","4/23/18 14:56","4/23/18 15:08",0,"184.206.105.81",100,763,1,"4/23/18 15:08","R_2bK8xafNvPcu7yX",NA,NA,NA,NA,37.75100708,-97.8219986,"anonymous","EN",1,9.715,18.28,20.579,7,"19",17.628,284.268,289.154,63,30.6,279.167,283.46,64,13.386,149.744,157.144,79,54801,2,4,5,5,4,5,5,4,4,5,5,5,1,5,5,5,5,5,4,4,1,5,4,4,5,2,5,1,4,4,4,1,2,5,5,3,5,5,1,5,4,5,5,5,5,4,4,5,4,5,5,4,1,3,3,3,3,3,4,5,5,4
"258","4/23/18 16:57","4/23/18 17:03",0,"146.7.4.74",100,362,1,"4/23/18 17:03","R_2CQFtXpKOvJQGpV",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,30.104,39.284,41.311,3,"19",6.312,114.789,116.358,24,2.892,78.691,79.582,23,5.742,127.015,128.253,24,55815,3,4,3,3,5,3,4,4,3,2,2,3,3,3,4,4,3,3,4,3,1,3,3,3,3,3,3,2,3,3,2,4,3,3,2,4,2,1,1,3,4,2,2,1,3,2,2,3,3,4,4,4,2,4,4,3,3,4,4,2,2,3
"260","4/23/18 19:29","4/23/18 19:35",0,"50.81.220.74",100,390,1,"4/23/18 19:35","R_3I8pE2kGTQBp7Hj",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,4.865,10.672,12.251,2,"20",6.067,95.234,96.029,24,5.631,197.641,198.948,23,1.917,73.261,75.134,20,55869,2,4,5,4,4,4,5,4,4,4,4,4,1,4,5,5,4,3,2,4,1,4,4,5,4,4,5,2,2,4,5,3,4,4,5,5,3,2,1,4,4,4,3,2,4,2,4,4,3,4,4,4,2,4,2,4,3,4,4,3,4,2
"261","4/23/18 19:56","4/23/18 20:06",0,"146.7.4.84",100,602,1,"4/23/18 20:06","R_3L58W7yXtRW6JE5",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.489,5.595,6.283,2,"19",21.342,105.082,106.246,26,3.657,79.029,82.663,22,4.757,424.39,425.108,22,55680,2,2,3,4,3,2,3,3,5,2,3,4,3,1,3,3,5,3,3,5,1,4,1,1,2,3,5,1,3,3,3,4,2,3,3,4,2,4,1,4,4,4,3,4,3,2,2,3,3,4,3,4,1,3,1,3,3,2,3,2,3,5
"262","4/23/18 20:07","4/23/18 20:11",0,"146.7.4.89",100,251,1,"4/23/18 20:11","R_1mgThrQYu9NtbP4",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.386,3.386,5.596,1,"19",8.286,82.243,84.285,23,3.728,73.64,74.884,21,10.872,79.805,80.958,24,55307,5,4,4,4,4,4,4,5,4,4,4,5,2,4,5,5,3,3,5,5,1,5,3,5,3,3,5,2,1,4,4,2,3,3,4,5,2,3,1,4,4,4,4,4,3,4,3,4,3,4,3,3,1,3,4,3,3,4,1,4,3,3
"263","4/23/18 21:15","4/23/18 21:20",0,"146.7.4.87",100,294,1,"4/23/18 21:20","R_3nODRdlB0v5d4Gk",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.472,2.472,4.483,1,"19",4.282,89.558,91.557,23,3.972,95.648,97.157,30,3.393,95.293,97.447,25,55898,4,4,5,5,5,5,5,5,4,4,5,5,1,4,5,5,5,5,5,4,1,5,5,5,5,4,5,1,1,4,4,3,5,5,5,5,4,5,2,5,4,5,5,5,5,5,5,5,3,5,5,3,5,4,2,5,3,3,3,5,3,2
"264","4/24/18 0:21","4/24/18 0:29",0,"75.132.46.141",100,508,1,"4/24/18 0:29","R_2zDbKdPxcIsCM9E",NA,NA,NA,NA,38.4907074,-90.37960052,"anonymous","EN",1,40.499,40.499,42.123,1,"24",4.808,162.434,165.347,25,10.434,137.689,138.691,23,25.952,160.26,161.071,22,54508,3,4,4,3,5,3,3,4,4,2,5,5,2,3,4,5,5,4,3,4,1,5,4,4,3,2,5,3,1,2,2,2,5,2,4,5,2,4,1,5,4,5,5,4,3,3,4,3,4,5,5,4,1,3,4,3,3,3,3,4,2,4
"265","4/24/18 1:17","4/24/18 1:22",0,"146.7.4.82",100,314,1,"4/24/18 1:22","R_OBdOrAeX0O1THJT",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,6.435,16.745,19.333,4,"20",15.153,80.031,83.15,21,11.928,105.98,108.137,22,10.624,93.326,96.833,22,55162,2,2,2,2,2,2,4,4,4,1,2,2,2,2,2,1,3,2,4,4,1,2,4,3,1,1,4,1,1,1,1,1,3,2,3,5,2,1,1,1,4,4,2,1,4,1,1,2,2,1,5,2,1,1,2,4,3,4,1,3,1,4
"266","4/24/18 10:31","4/24/18 10:40",0,"146.7.4.84",100,517,1,"4/24/18 10:40","R_3OqCFyXlQJCVHfa",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,16.56,16.56,19.631,1,"18",10.363,196.837,198.865,23,6.056,166.12,167.452,20,5.668,118.039,120.874,21,54532,3,3,2,2,4,3,4,5,5,2,4,4,2,2,2,2,3,3,4,4,1,4,4,4,3,2,4,1,1,3,3,3,4,4,3,4,2,3,2,4,4,3,3,2,3,1,2,2,3,3,4,5,2,2,4,4,3,3,3,2,1,3
"267","4/24/18 11:08","4/24/18 11:12",0,"174.234.129.38",100,286,1,"4/24/18 11:12","R_2PpSSXDYDoOJfxS",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,0.966,5.37,6.242,4,"20",1.539,84.864,86.844,71,1.638,81.368,82.192,82,0.977,98.346,98.286,80,55375,2,4,4,4,5,3,5,4,4,4,4,3,2,4,4,4,3,2,5,5,1,4,4,4,2,4,5,1,1,3,3,1,4,4,1,4,3,1,1,4,4,4,3,1,4,3,1,3,4,4,4,4,1,3,2,4,3,3,3,3,4,4
"268","4/24/18 11:08","4/24/18 11:15",0,"146.7.4.77",100,427,1,"4/24/18 11:15","R_2D8t67vOiekNYuI",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.889,11.945,13.888,7,"19",2.926,86.888,88.657,63,1.337,184.263,185.225,62,7.182,122.787,125.378,56,55236,3,4,3,4,4,4,4,4,4,3,5,5,1,3,4,4,5,5,5,4,1,4,3,4,2,4,5,1,3,4,2,1,5,3,5,4,2,4,1,5,4,5,5,4,4,2,3,3,4,3,4,1,1,4,3,4,3,3,4,4,5,3
"269","4/24/18 11:10","4/24/18 11:15",0,"146.7.4.73",100,343,1,"4/24/18 11:15","R_2zIJRGyZO6JY5fY",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,20.71,28.868,30.212,5,"18",8.746,99.421,101.485,23,19.933,83.179,86.034,21,8.754,118.413,120.937,22,55175,3,4,4,4,5,4,4,5,5,4,5,5,1,4,5,4,5,4,5,5,1,4,4,5,3,5,4,3,5,4,5,1,4,1,5,5,5,4,1,5,4,4,5,4,4,2,3,4,3,4,1,4,1,4,2,5,3,4,5,5,3,5
"270","4/24/18 11:38","4/24/18 11:46",0,"146.7.4.88",100,462,1,"4/24/18 11:46","R_3FKYOyZcW10Z5Hj",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,21.515,21.515,22.943,1,"19",69.297,158.781,160.475,23,6.124,122.114,124.687,22,6.125,149.944,151.485,21,55707,5,4,2,2,4,3,4,5,5,3,3,3,3,1,3,4,3,4,4,5,1,4,4,4,3,5,5,2,5,4,4,1,3,4,5,5,4,3,1,4,4,4,4,2,5,1,3,2,4,4,3,4,2,4,3,4,3,3,1,2,4,4
"271","4/24/18 12:25","4/24/18 12:29",0,"146.7.4.77",100,249,1,"4/24/18 12:29","R_1LSUIL0zE2mdpJI",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,0.305,3.385,4.365,5,"19",1.227,68.975,69.043,68,2.293,86.315,86.385,57,1.143,81.526,81.611,63,54474,2,4,4,5,5,4,4,4,4,4,4,2,2,4,4,5,2,2,5,4,1,5,4,4,4,5,5,2,4,4,2,1,2,1,2,4,3,2,1,3,4,2,2,4,4,4,2,4,3,4,1,2,1,4,4,4,3,2,5,4,5,4
"273","4/24/18 12:52","4/24/18 12:57",0,"146.7.112.121",100,310,1,"4/24/18 12:57","R_2Y3qcIWAola3IG3",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,4.688,4.688,19.129,1,"22",12.776,89.039,90.361,23,5.758,102.623,106.368,24,24.404,96.936,98.432,26,54507,3,3,4,2,4,3,3,3,4,2,1,3,1,2,2,4,3,1,3,3,1,3,4,4,3,2,3,2,1,2,2,2,4,2,2,4,2,1,1,2,4,2,2,1,2,2,2,2,3,2,1,4,1,2,2,3,3,3,3,2,1,3
"274","4/24/18 13:23","4/24/18 13:29",0,"146.7.4.92",100,347,1,"4/24/18 13:29","R_2CqeLDsGFirrHQU",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,7.032,7.032,14.711,1,"19",2.609,142.609,149.027,35,5.931,85.56,87.243,22,2.445,86.933,89.152,24,54730,5,4,4,5,5,5,5,4,5,3,4,5,3,4,5,4,5,4,5,4,1,4,5,5,4,5,5,1,1,4,4,3,5,4,4,5,4,5,1,4,4,4,4,4,5,2,4,4,2,4,5,4,4,4,5,5,3,1,5,2,3,4
"275","4/24/18 13:25","4/24/18 13:37",0,"146.7.4.91",100,694,1,"4/24/18 13:37","R_DCzVohNAQktmceJ",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,88.12,88.12,92.31,1,"20",11.902,134.926,136.162,22,66.366,178.508,179.756,21,99.5,286.8,287.94,21,55224,4,4,3,5,5,3,4,4,3,4,5,3,1,4,5,4,5,5,5,4,1,4,4,5,4,4,5,2,1,4,4,1,5,5,5,4,3,3,5,5,4,5,5,5,5,5,5,3,4,4,5,2,3,3,3,1,3,3,4,4,5,5
"276","4/24/18 14:08","4/24/18 14:16",0,"146.7.4.86",100,528,1,"4/24/18 14:16","R_1Kg6FPCHfyl52Tk",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,7.96,10.125,13.911,2,"19",18.95,148.839,150.607,23,5.982,111.541,113.731,21,11.467,247.786,249.525,23,54822,4,5,5,5,5,5,4,5,5,3,3,3,3,3,5,5,4,3,5,5,1,4,3,5,3,3,3,3,1,3,2,3,4,4,5,5,3,3,3,5,4,5,5,3,5,3,3,3,2,4,3,2,3,3,3,3,3,5,3,3,5,3
"277","4/24/18 14:49","4/24/18 14:56",0,"146.7.4.88",100,428,1,"4/24/18 14:56","R_RCsAXTKxbf2Az61",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,5.116,5.116,6.928,1,"20",9.766,135.94,137.32,25,14.412,145.996,147.362,22,14.044,116.084,117.384,20,55214,4,2,2,3,2,4,4,4,5,4,3,4,3,4,2,2,4,3,5,4,1,5,4,1,3,4,5,2,1,4,4,2,4,4,3,4,2,3,1,4,4,4,4,4,4,4,3,3,3,2,4,2,3,3,2,4,3,4,4,2,4,2
"278","4/24/18 14:54","4/24/18 15:04",0,"146.7.4.72",100,624,1,"4/24/18 15:04","R_11X8ZX61KcSw9vV",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.922,140.327,194.583,3,"21",10.634,131.737,133.035,58,6.057,144.196,145.034,43,8.984,146.189,146.157,53,54375,3,5,5,5,5,4,4,4,4,3,3,5,1,4,5,5,5,5,5,5,1,4,4,5,3,3,4,2,1,5,4,1,5,5,5,5,3,3,1,5,4,5,5,5,5,2,3,5,3,5,5,5,1,3,4,3,3,3,3,5,5,4
"279","4/24/18 15:43","4/24/18 15:50",0,"146.7.90.40",100,426,1,"4/24/18 15:50","R_2w5M1VcZF6WZilt",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,4.7,4.7,9.912,1,"19",5.117,146.624,147.89,23,7.056,121.222,122.242,21,7.889,138.783,140.211,20,55374,5,4,4,3,5,4,4,5,5,4,4,4,3,3,5,4,4,4,5,5,1,5,4,5,3,3,5,1,3,3,3,1,5,4,4,5,3,3,1,5,4,4,3,4,4,1,3,3,4,4,3,4,1,4,3,4,3,3,5,4,2,3
"280","4/24/18 15:41","4/24/18 15:52",0,"146.7.4.83",100,669,1,"4/24/18 15:52","R_22yJ82bt2thzBqQ",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,42.191,42.191,47.372,1,"18",18.329,131.902,134.676,21,47.949,305.987,308.628,20,26.06,182.053,184.423,20,55402,4,3,3,4,4,4,4,4,4,3,5,5,5,3,4,4,5,5,5,4,1,3,4,4,3,2,4,2,2,3,3,1,3,4,4,4,2,5,1,5,4,4,5,4,4,2,2,4,3,4,5,4,1,3,4,4,3,4,5,4,4,3
"281","4/24/18 17:09","4/24/18 17:15",0,"146.7.4.82",100,332,1,"4/24/18 17:15","R_3LkhMl2LaGd2Lli",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,23.226,23.226,25.87,1,"19",12.071,107.757,109.071,22,7.389,97.796,100.01,20,5.327,91.832,93.145,21,55722,3,4,4,3,4,3,4,4,4,3,3,4,3,3,4,4,3,3,5,4,1,3,3,5,3,4,5,3,1,4,3,2,4,4,4,5,3,3,3,4,4,4,3,3,4,3,3,3,4,3,3,4,2,3,4,4,3,4,5,4,2,3
"282","4/24/18 17:18","4/24/18 17:24",0,"107.201.50.37",100,366,1,"4/24/18 17:24","R_bxYFMZgue4GUAJb",NA,NA,NA,NA,37.21899414,-93.31759644,"anonymous","EN",1,5.977,5.977,11.673,1,"19",6.052,120.83,122.453,21,6.413,112.952,114.903,22,8.228,116.373,117.834,21,54525,1,3,2,1,4,3,4,4,4,1,2,4,3,1,4,2,4,1,5,4,1,4,4,4,2,3,4,1,1,1,3,1,4,3,3,4,1,3,1,5,4,4,3,4,3,1,1,3,3,4,4,4,1,2,3,3,3,4,3,3,3,5
"283","4/24/18 17:30","4/24/18 17:36",0,"146.7.70.12",100,350,1,"4/24/18 17:36","R_2dKruw48ujhWj0Y",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,10.626,10.626,13.289,1,"21",4.91,152.045,154.114,23,9.114,91.054,93.477,19,2.688,83.745,85.474,24,55326,1,1,1,2,2,1,3,3,2,1,4,1,1,1,1,1,1,1,3,4,1,2,2,2,2,4,4,1,1,2,3,1,2,2,1,3,1,1,1,1,4,1,2,3,2,4,2,2,1,2,3,2,1,1,4,2,3,1,1,2,5,5
"284","4/24/18 18:50","4/24/18 18:58",0,"47.213.153.195",100,482,1,"4/24/18 18:58","R_YSMIsRPH24QMOXf",NA,NA,NA,NA,37.02709961,-93.31929779,"anonymous","EN",1,29.588,29.588,44.961,1,"28",6.022,107.26,109.587,25,12.291,141.502,143.964,24,11.714,173.244,174.746,24,54593,3,3,4,4,3,3,3,4,5,2,3,3,3,3,4,4,3,3,4,4,1,5,3,5,1,4,4,2,3,4,4,1,3,3,4,4,3,4,1,3,4,3,3,3,4,3,3,3,3,5,3,3,1,3,4,3,3,3,5,4,3,3
